order_id,sku_name,sku_id,quantity,sku_mrp,dist_id,amount,order_date,dist_region,sku_category,order_year,order_month,dist_city,dist_state,dist_size_category
7578,Ethanol 3L Drum,ETH/3L/D,93,1500,TL2348,139500,4/17/2023,South,Ethanol,2023,April,Hyderabad,Telangana,small 
7415,Ethanol 3L Drum,ETH/3L/D,187,1500,PU2675,280500,4/28/2024,North,Ethanol,2024,April,Bhatinda ,Punjab,large
5577,Ethanol 1L Can,ETH/1L/C,188,200,WB2346,37600,10/25/2023,East,Ethanol,2023,October,Kolkata,West Bengal,large
6454,Propanol 1L Can,PROP/1L/C,119,1300,TL2348,154700,8/29/2022,South,Propanol,2022,August,Hyderabad,Telangana,small 
5338,Ethanol 1L Bottle,ETH/1L/B,10,100,TL2348,1000,4/6/2021,South,Ethanol,2021,April,Hyderabad,Telangana,small 
4816,Propanol 3L Drum ,PROP/3L/D,80,1200,TL2348,96000,10/18/2022,South,Propanol,2022,October,Hyderabad,Telangana,small 
7683,Ethanol 3L Drum,ETH/3L/D,122,1500,PU2675,183000,3/17/2023,North,Ethanol,2023,March,Bhatinda ,Punjab,large
6982,Ethanol 1L Bottle,ETH/1L/B,181,100,PU2675,18100,10/24/2023,North,Ethanol,2023,October,Bhatinda ,Punjab,large
6473,Propanol 3L Drum ,PROP/3L/D,123,1200,RJ4367,147600,7/28/2020,North,Propanol,2020,July,Jaipur,Rajasthan,small 
5941,Propanol 3L Drum ,PROP/3L/D,20,1200,TN2347,24000,1/9/2020,South,Propanol,2020,January,Chennai,Tamil Nadu,large
6611,Ethanol 1L Bottle,ETH/1L/B,142,100,MH2345,14200,5/14/2022,West,Ethanol,2022,May,Mumbai,Maharashtra,small 
5102,Propanol 1L Bottle,PROP/1L/B,33,3426,MA2350,113058,10/27/2022,West,Propanol,2022,October,Pune,Maharashtra,small 
4408,Ethanol 1L Bottle,ETH/1L/B,59,100,TL2348,5900,1/12/2023,South,Ethanol,2023,January,Hyderabad,Telangana,small 
5729,Propanol 1L Can,PROP/1L/C,190,1300,MH2345,247000,12/2/2022,West,Propanol,2022,December,Mumbai,Maharashtra,small 
6199,Ethanol 3L Drum,ETH/3L/D,131,1500,WB2346,196500,8/15/2024,East,Ethanol,2024,August,Kolkata,West Bengal,large
6551,Propanol 1L Can,PROP/1L/C,22,1300,MA2350,28600,5/25/2023,West,Propanol,2023,May,Pune,Maharashtra,small 
4627,Ethanol 1L Can,ETH/1L/C,112,200,PU2675,22400,10/21/2021,North,Ethanol,2021,October,Bhatinda ,Punjab,large
4764,Butanol 2L Bottle,BUT/2L/B,82,657,TN2347,53874,5/15/2021,South,Butanol,2021,May,Chennai,Tamil Nadu,large
6671,Propanol 1L Can,PROP/1L/C,86,1300,WB2346,111800,7/2/2022,East,Propanol,2022,July,Kolkata,West Bengal,large
5823,Ethanol 3L Drum,ETH/3L/D,180,1500,MH2345,270000,7/15/2022,West,Ethanol,2022,July,Mumbai,Maharashtra,small 
6419,Ethanol 3L Drum,ETH/3L/D,105,1500,AS9648,157500,11/12/2024,East,Ethanol,2024,November,Jorhat ,Assam,small 
7570,Ethanol 1L Can,ETH/1L/C,72,200,WB2346,14400,1/21/2020,East,Ethanol,2020,January,Kolkata,West Bengal,large
7972,Propanol 1L Bottle,PROP/1L/B,106,3426,WB2346,363156,12/1/2021,East,Propanol,2021,December,Kolkata,West Bengal,large
4882,Butanol 2L Bottle,BUT/2L/B,12,657,AS9648,7884,2/8/2021,East,Butanol,2021,February,Jorhat ,Assam,small 
6664,Butanol 2L Bottle,BUT/2L/B,115,657,TN2347,75555,2/23/2021,South,Butanol,2021,February,Chennai,Tamil Nadu,large
4299,Butanol 2L Bottle,BUT/2L/B,188,657,RJ4367,123516,1/21/2020,North,Butanol,2020,January,Jaipur,Rajasthan,small 
4922,Propanol 1L Can,PROP/1L/C,178,1300,TL2348,231400,12/25/2024,South,Propanol,2024,December,Hyderabad,Telangana,small 
7050,Propanol 1L Can,PROP/1L/C,115,1300,TL2348,149500,1/11/2023,South,Propanol,2023,January,Hyderabad,Telangana,small 
7622,Ethanol 3L Drum,ETH/3L/D,147,1500,RJ4367,220500,9/14/2022,North,Ethanol,2022,September,Jaipur,Rajasthan,small 
6555,Ethanol 1L Can,ETH/1L/C,63,200,MA2350,12600,9/18/2021,West,Ethanol,2021,September,Pune,Maharashtra,small 
7630,Propanol 1L Can,PROP/1L/C,64,1300,RJ4367,83200,8/31/2022,North,Propanol,2022,August,Jaipur,Rajasthan,small 
4083,Propanol 1L Bottle,PROP/1L/B,135,3426,RJ4367,462510,6/16/2024,North,Propanol,2024,June,Jaipur,Rajasthan,small 
5638,Propanol 1L Bottle,PROP/1L/B,94,3426,KA2349,322044,12/20/2022,South,Propanol,2022,December,Bangalore,Karnataka,large
7533,Propanol 3L Drum ,PROP/3L/D,149,1200,MA2350,178800,1/25/2020,West,Propanol,2020,January,Pune,Maharashtra,small 
7486,Ethanol 3L Drum,ETH/3L/D,150,1500,RJ4367,225000,3/6/2023,North,Ethanol,2023,March,Jaipur,Rajasthan,small 
7462,Butanol 2L Bottle,BUT/2L/B,183,657,WB2346,120231,7/28/2020,East,Butanol,2020,July,Kolkata,West Bengal,large
7323,Ethanol 1L Bottle,ETH/1L/B,182,100,KA2349,18200,7/24/2023,South,Ethanol,2023,July,Bangalore,Karnataka,large
5002,Butanol 2L Bottle,BUT/2L/B,197,657,TL2348,129429,11/5/2021,South,Butanol,2021,November,Hyderabad,Telangana,small 
7747,Ethanol 3L Drum,ETH/3L/D,197,1500,MA2350,295500,7/26/2024,West,Ethanol,2024,July,Pune,Maharashtra,small 
5159,Butanol 2L Bottle,BUT/2L/B,85,657,KA2349,55845,12/27/2024,South,Butanol,2024,December,Bangalore,Karnataka,large
4331,Propanol 1L Bottle,PROP/1L/B,99,3426,MA2350,339174,11/14/2023,West,Propanol,2023,November,Pune,Maharashtra,small 
5829,Propanol 3L Drum ,PROP/3L/D,24,1200,RJ4367,28800,3/11/2021,North,Propanol,2021,March,Jaipur,Rajasthan,small 
5312,Ethanol 1L Bottle,ETH/1L/B,117,100,AS9648,11700,2/18/2020,East,Ethanol,2020,February,Jorhat ,Assam,small 
4278,Propanol 1L Can,PROP/1L/C,121,1300,PU2675,157300,6/15/2021,North,Propanol,2021,June,Bhatinda ,Punjab,large
7721,Propanol 1L Can,PROP/1L/C,67,1300,AS9648,87100,3/11/2022,East,Propanol,2022,March,Jorhat ,Assam,small 
7218,Ethanol 1L Bottle,ETH/1L/B,171,100,TN2347,17100,12/12/2023,South,Ethanol,2023,December,Chennai,Tamil Nadu,large
5904,Ethanol 1L Bottle,ETH/1L/B,158,100,PU2675,15800,9/16/2023,North,Ethanol,2023,September,Bhatinda ,Punjab,large
5812,Ethanol 1L Can,ETH/1L/C,29,200,TN2347,5800,12/7/2024,South,Ethanol,2024,December,Chennai,Tamil Nadu,large
4637,Ethanol 1L Can,ETH/1L/C,65,200,KA2349,13000,5/20/2023,South,Ethanol,2023,May,Bangalore,Karnataka,large
4308,Butanol 2L Bottle,BUT/2L/B,138,657,MH2345,90666,9/5/2023,West,Butanol,2023,September,Mumbai,Maharashtra,small 
7729,Ethanol 1L Bottle,ETH/1L/B,102,100,TL2348,10200,5/9/2024,South,Ethanol,2024,May,Hyderabad,Telangana,small 
6149,Ethanol 1L Can,ETH/1L/C,145,200,PU2675,29000,11/24/2020,North,Ethanol,2020,November,Bhatinda ,Punjab,large
5971,Ethanol 1L Bottle,ETH/1L/B,163,100,KA2349,16300,3/24/2024,South,Ethanol,2024,March,Bangalore,Karnataka,large
5352,Propanol 1L Can,PROP/1L/C,94,1300,KA2349,122200,9/26/2024,South,Propanol,2024,September,Bangalore,Karnataka,large
5635,Ethanol 1L Bottle,ETH/1L/B,36,100,RJ4367,3600,9/27/2023,North,Ethanol,2023,September,Jaipur,Rajasthan,small 
4343,Propanol 3L Drum ,PROP/3L/D,26,1200,WB2346,31200,11/11/2023,East,Propanol,2023,November,Kolkata,West Bengal,large
6658,Ethanol 1L Bottle,ETH/1L/B,117,100,PU2675,11700,9/1/2021,North,Ethanol,2021,September,Bhatinda ,Punjab,large
6789,Propanol 3L Drum ,PROP/3L/D,132,1200,TN2347,158400,11/10/2021,South,Propanol,2021,November,Chennai,Tamil Nadu,large
4173,Butanol 2L Bottle,BUT/2L/B,18,657,TN2347,11826,4/24/2022,South,Butanol,2022,April,Chennai,Tamil Nadu,large
5807,Propanol 1L Can,PROP/1L/C,95,1300,TN2347,123500,11/5/2023,South,Propanol,2023,November,Chennai,Tamil Nadu,large
5524,Butanol 2L Bottle,BUT/2L/B,56,657,TN2347,36792,8/30/2021,South,Butanol,2021,August,Chennai,Tamil Nadu,large
5046,Ethanol 1L Can,ETH/1L/C,30,200,KA2349,6000,2/9/2020,South,Ethanol,2020,February,Bangalore,Karnataka,large
5278,Ethanol 3L Drum,ETH/3L/D,160,1500,AS9648,240000,11/1/2024,East,Ethanol,2024,November,Jorhat ,Assam,small 
6108,Propanol 1L Can,PROP/1L/C,161,1300,MA2350,209300,12/16/2024,West,Propanol,2024,December,Pune,Maharashtra,small 
7855,Propanol 1L Bottle,PROP/1L/B,111,3426,PU2675,380286,1/2/2021,North,Propanol,2021,January,Bhatinda ,Punjab,large
6955,Butanol 2L Bottle,BUT/2L/B,146,657,TL2348,95922,2/5/2021,South,Butanol,2021,February,Hyderabad,Telangana,small 
6428,Butanol 2L Bottle,BUT/2L/B,43,657,AS9648,28251,1/5/2024,East,Butanol,2024,January,Jorhat ,Assam,small 
4706,Ethanol 1L Can,ETH/1L/C,60,200,PU2675,12000,12/28/2020,North,Ethanol,2020,December,Bhatinda ,Punjab,large
7818,Ethanol 3L Drum,ETH/3L/D,125,1500,AS9648,187500,6/18/2021,East,Ethanol,2021,June,Jorhat ,Assam,small 
4464,Ethanol 3L Drum,ETH/3L/D,126,1500,TL2348,189000,1/31/2024,South,Ethanol,2024,January,Hyderabad,Telangana,small 
4215,Propanol 1L Can,PROP/1L/C,46,1300,MA2350,59800,5/7/2021,West,Propanol,2021,May,Pune,Maharashtra,small 
4786,Propanol 3L Drum ,PROP/3L/D,190,1200,MA2350,228000,7/9/2024,West,Propanol,2024,July,Pune,Maharashtra,small 
4183,Propanol 1L Bottle,PROP/1L/B,105,3426,TN2347,359730,1/16/2023,South,Propanol,2023,January,Chennai,Tamil Nadu,large
6023,Ethanol 1L Can,ETH/1L/C,150,200,PU2675,30000,1/25/2020,North,Ethanol,2020,January,Bhatinda ,Punjab,large
5266,Ethanol 3L Drum,ETH/3L/D,34,1500,KA2349,51000,6/9/2023,South,Ethanol,2023,June,Bangalore,Karnataka,large
7548,Ethanol 1L Can,ETH/1L/C,114,200,MH2345,22800,12/3/2024,West,Ethanol,2024,December,Mumbai,Maharashtra,small 
6861,Ethanol 1L Bottle,ETH/1L/B,172,100,TL2348,17200,11/1/2023,South,Ethanol,2023,November,Hyderabad,Telangana,small 
6006,Ethanol 3L Drum,ETH/3L/D,172,1500,MH2345,258000,3/4/2021,West,Ethanol,2021,March,Mumbai,Maharashtra,small 
5053,Ethanol 1L Can,ETH/1L/C,28,200,TN2347,5600,1/28/2020,South,Ethanol,2020,January,Chennai,Tamil Nadu,large
7629,Propanol 1L Bottle,PROP/1L/B,72,3426,MA2350,246672,12/11/2021,West,Propanol,2021,December,Pune,Maharashtra,small 
5647,Ethanol 3L Drum,ETH/3L/D,177,1500,TN2347,265500,2/16/2020,South,Ethanol,2020,February,Chennai,Tamil Nadu,large
4788,Ethanol 1L Bottle,ETH/1L/B,198,100,PU2675,19800,8/13/2021,North,Ethanol,2021,August,Bhatinda ,Punjab,large
6595,Ethanol 3L Drum,ETH/3L/D,198,1500,RJ4367,297000,5/4/2022,North,Ethanol,2022,May,Jaipur,Rajasthan,small 
7204,Propanol 1L Can,PROP/1L/C,174,1300,PU2675,226200,9/3/2022,North,Propanol,2022,September,Bhatinda ,Punjab,large
4212,Propanol 1L Bottle,PROP/1L/B,124,3426,AS9648,424824,6/5/2023,East,Propanol,2023,June,Jorhat ,Assam,small 
7274,Butanol 2L Bottle,BUT/2L/B,126,657,TL2348,82782,2/19/2022,South,Butanol,2022,February,Hyderabad,Telangana,small 
6273,Ethanol 3L Drum,ETH/3L/D,158,1500,KA2349,237000,1/17/2020,South,Ethanol,2020,January,Bangalore,Karnataka,large
6206,Ethanol 3L Drum,ETH/3L/D,90,1500,PU2675,135000,4/24/2024,North,Ethanol,2024,April,Bhatinda ,Punjab,large
4782,Ethanol 3L Drum,ETH/3L/D,151,1500,AS9648,226500,8/12/2023,East,Ethanol,2023,August,Jorhat ,Assam,small 
4691,Ethanol 3L Drum,ETH/3L/D,21,1500,TN2347,31500,11/3/2021,South,Ethanol,2021,November,Chennai,Tamil Nadu,large
5648,Ethanol 1L Bottle,ETH/1L/B,116,100,TN2347,11600,6/7/2021,South,Ethanol,2021,June,Chennai,Tamil Nadu,large
7938,Propanol 3L Drum ,PROP/3L/D,182,1200,KA2349,218400,6/6/2023,South,Propanol,2023,June,Bangalore,Karnataka,large
7894,Ethanol 3L Drum,ETH/3L/D,49,1500,TN2347,73500,2/3/2023,South,Ethanol,2023,February,Chennai,Tamil Nadu,large
6346,Ethanol 1L Bottle,ETH/1L/B,159,100,MH2345,15900,3/22/2021,West,Ethanol,2021,March,Mumbai,Maharashtra,small 
7682,Ethanol 1L Bottle,ETH/1L/B,22,100,TL2348,2200,5/11/2022,South,Ethanol,2022,May,Hyderabad,Telangana,small 
4245,Ethanol 3L Drum,ETH/3L/D,125,1500,TN2347,187500,3/29/2022,South,Ethanol,2022,March,Chennai,Tamil Nadu,large
4505,Propanol 1L Bottle,PROP/1L/B,181,3426,TL2348,620106,7/28/2022,South,Propanol,2022,July,Hyderabad,Telangana,small 
7344,Ethanol 1L Can,ETH/1L/C,139,200,TN2347,27800,6/17/2020,South,Ethanol,2020,June,Chennai,Tamil Nadu,large
6735,Butanol 2L Bottle,BUT/2L/B,180,657,RJ4367,118260,5/9/2024,North,Butanol,2024,May,Jaipur,Rajasthan,small 
6871,Ethanol 1L Can,ETH/1L/C,49,200,RJ4367,9800,11/1/2021,North,Ethanol,2021,November,Jaipur,Rajasthan,small 
6268,Propanol 1L Can,PROP/1L/C,44,1300,TL2348,57200,3/23/2021,South,Propanol,2021,March,Hyderabad,Telangana,small 
5831,Ethanol 3L Drum,ETH/3L/D,166,1500,WB2346,249000,1/3/2020,East,Ethanol,2020,January,Kolkata,West Bengal,large
5674,Butanol 2L Bottle,BUT/2L/B,19,657,AS9648,12483,12/12/2022,East,Butanol,2022,December,Jorhat ,Assam,small 
5614,Butanol 2L Bottle,BUT/2L/B,165,657,TL2348,108405,12/11/2022,South,Butanol,2022,December,Hyderabad,Telangana,small 
7358,Propanol 3L Drum ,PROP/3L/D,120,1200,MH2345,144000,9/7/2020,West,Propanol,2020,September,Mumbai,Maharashtra,small 
7242,Propanol 1L Can,PROP/1L/C,157,1300,TN2347,204100,8/14/2023,South,Propanol,2023,August,Chennai,Tamil Nadu,large
7483,Propanol 1L Bottle,PROP/1L/B,169,3426,AS9648,578994,5/11/2024,East,Propanol,2024,May,Jorhat ,Assam,small 
6360,Ethanol 1L Bottle,ETH/1L/B,77,100,MH2345,7700,2/5/2022,West,Ethanol,2022,February,Mumbai,Maharashtra,small 
6372,Butanol 2L Bottle,BUT/2L/B,58,657,MH2345,38106,4/2/2023,West,Butanol,2023,April,Mumbai,Maharashtra,small 
4684,Ethanol 3L Drum,ETH/3L/D,43,1500,MA2350,64500,4/28/2022,West,Ethanol,2022,April,Pune,Maharashtra,small 
7408,Butanol 2L Bottle,BUT/2L/B,39,657,RJ4367,25623,1/21/2023,North,Butanol,2023,January,Jaipur,Rajasthan,small 
5614,Propanol 1L Can,PROP/1L/C,100,1300,MA2350,130000,10/1/2020,West,Propanol,2020,October,Pune,Maharashtra,small 
6011,Butanol 2L Bottle,BUT/2L/B,197,657,RJ4367,129429,3/19/2021,North,Butanol,2021,March,Jaipur,Rajasthan,small 
5223,Ethanol 3L Drum,ETH/3L/D,36,1500,TN2347,54000,8/7/2020,South,Ethanol,2020,August,Chennai,Tamil Nadu,large
6275,Ethanol 1L Can,ETH/1L/C,128,200,WB2346,25600,4/12/2022,East,Ethanol,2022,April,Kolkata,West Bengal,large
5000,Propanol 3L Drum ,PROP/3L/D,145,1200,TL2348,174000,10/17/2022,South,Propanol,2022,October,Hyderabad,Telangana,small 
4550,Propanol 1L Bottle,PROP/1L/B,186,3426,KA2349,637236,10/17/2022,South,Propanol,2022,October,Bangalore,Karnataka,large
5084,Ethanol 3L Drum,ETH/3L/D,193,1500,TN2347,289500,7/17/2021,South,Ethanol,2021,July,Chennai,Tamil Nadu,large
4864,Ethanol 1L Can,ETH/1L/C,111,200,PU2675,22200,9/30/2021,North,Ethanol,2021,September,Bhatinda ,Punjab,large
7573,Propanol 1L Bottle,PROP/1L/B,134,3426,AS9648,459084,5/28/2020,East,Propanol,2020,May,Jorhat ,Assam,small 
5501,Butanol 2L Bottle,BUT/2L/B,97,657,MA2350,63729,1/13/2020,West,Butanol,2020,January,Pune,Maharashtra,small 
4329,Propanol 1L Bottle,PROP/1L/B,20,3426,TL2348,68520,12/1/2023,South,Propanol,2023,December,Hyderabad,Telangana,small 
6174,Ethanol 3L Drum,ETH/3L/D,103,1500,WB2346,154500,9/23/2022,East,Ethanol,2022,September,Kolkata,West Bengal,large
5003,Propanol 3L Drum ,PROP/3L/D,139,1200,MH2345,166800,3/13/2024,West,Propanol,2024,March,Mumbai,Maharashtra,small 
5503,Ethanol 1L Bottle,ETH/1L/B,171,100,RJ4367,17100,6/23/2024,North,Ethanol,2024,June,Jaipur,Rajasthan,small 
4654,Propanol 1L Can,PROP/1L/C,176,1300,KA2349,228800,5/17/2023,South,Propanol,2023,May,Bangalore,Karnataka,large
5873,Propanol 1L Bottle,PROP/1L/B,86,3426,TN2347,294636,7/14/2023,South,Propanol,2023,July,Chennai,Tamil Nadu,large
7785,Propanol 1L Bottle,PROP/1L/B,159,3426,TN2347,544734,12/22/2024,South,Propanol,2024,December,Chennai,Tamil Nadu,large
4219,Ethanol 1L Bottle,ETH/1L/B,39,100,TL2348,3900,5/4/2020,South,Ethanol,2020,May,Hyderabad,Telangana,small 
5515,Propanol 3L Drum ,PROP/3L/D,165,1200,KA2349,198000,5/9/2020,South,Propanol,2020,May,Bangalore,Karnataka,large
7144,Propanol 1L Bottle,PROP/1L/B,151,3426,RJ4367,517326,5/9/2023,North,Propanol,2023,May,Jaipur,Rajasthan,small 
6252,Ethanol 3L Drum,ETH/3L/D,137,1500,PU2675,205500,10/21/2022,North,Ethanol,2022,October,Bhatinda ,Punjab,large
7860,Ethanol 3L Drum,ETH/3L/D,31,1500,RJ4367,46500,3/7/2023,North,Ethanol,2023,March,Jaipur,Rajasthan,small 
6297,Butanol 2L Bottle,BUT/2L/B,56,657,MA2350,36792,7/8/2022,West,Butanol,2022,July,Pune,Maharashtra,small 
6885,Ethanol 1L Bottle,ETH/1L/B,60,100,MA2350,6000,1/11/2023,West,Ethanol,2023,January,Pune,Maharashtra,small 
7299,Propanol 1L Can,PROP/1L/C,129,1300,KA2349,167700,8/22/2021,South,Propanol,2021,August,Bangalore,Karnataka,large
5781,Ethanol 1L Bottle,ETH/1L/B,178,100,PU2675,17800,1/8/2023,North,Ethanol,2023,January,Bhatinda ,Punjab,large
7381,Ethanol 1L Can,ETH/1L/C,93,200,TN2347,18600,6/12/2023,South,Ethanol,2023,June,Chennai,Tamil Nadu,large
7675,Ethanol 1L Can,ETH/1L/C,42,200,KA2349,8400,6/27/2021,South,Ethanol,2021,June,Bangalore,Karnataka,large
7457,Ethanol 1L Can,ETH/1L/C,132,200,KA2349,26400,2/8/2021,South,Ethanol,2021,February,Bangalore,Karnataka,large
5328,Ethanol 1L Can,ETH/1L/C,174,200,MA2350,34800,11/20/2023,West,Ethanol,2023,November,Pune,Maharashtra,small 
7594,Ethanol 3L Drum,ETH/3L/D,153,1500,KA2349,229500,2/10/2022,South,Ethanol,2022,February,Bangalore,Karnataka,large
7683,Ethanol 1L Can,ETH/1L/C,62,200,RJ4367,12400,11/23/2021,North,Ethanol,2021,November,Jaipur,Rajasthan,small 
6245,Propanol 1L Bottle,PROP/1L/B,137,3426,PU2675,469362,1/19/2020,North,Propanol,2020,January,Bhatinda ,Punjab,large
7810,Ethanol 3L Drum,ETH/3L/D,140,1500,KA2349,210000,2/23/2022,South,Ethanol,2022,February,Bangalore,Karnataka,large
4731,Propanol 1L Can,PROP/1L/C,48,1300,RJ4367,62400,3/7/2020,North,Propanol,2020,March,Jaipur,Rajasthan,small 
4829,Butanol 2L Bottle,BUT/2L/B,151,657,TN2347,99207,9/5/2020,South,Butanol,2020,September,Chennai,Tamil Nadu,large
7979,Propanol 1L Can,PROP/1L/C,122,1300,WB2346,158600,5/4/2023,East,Propanol,2023,May,Kolkata,West Bengal,large
5287,Ethanol 3L Drum,ETH/3L/D,195,1500,WB2346,292500,11/23/2023,East,Ethanol,2023,November,Kolkata,West Bengal,large
4446,Propanol 1L Can,PROP/1L/C,46,1300,AS9648,59800,1/23/2022,East,Propanol,2022,January,Jorhat ,Assam,small 
4565,Propanol 1L Can,PROP/1L/C,90,1300,MH2345,117000,5/20/2023,West,Propanol,2023,May,Mumbai,Maharashtra,small 
5885,Ethanol 1L Bottle,ETH/1L/B,180,100,KA2349,18000,11/2/2023,South,Ethanol,2023,November,Bangalore,Karnataka,large
5900,Propanol 3L Drum ,PROP/3L/D,124,1200,TL2348,148800,2/14/2022,South,Propanol,2022,February,Hyderabad,Telangana,small 
4852,Propanol 1L Can,PROP/1L/C,115,1300,KA2349,149500,6/12/2023,South,Propanol,2023,June,Bangalore,Karnataka,large
6212,Propanol 3L Drum ,PROP/3L/D,177,1200,MA2350,212400,2/17/2020,West,Propanol,2020,February,Pune,Maharashtra,small 
5672,Butanol 2L Bottle,BUT/2L/B,38,657,TL2348,24966,2/12/2023,South,Butanol,2023,February,Hyderabad,Telangana,small 
7394,Butanol 2L Bottle,BUT/2L/B,91,657,AS9648,59787,12/3/2022,East,Butanol,2022,December,Jorhat ,Assam,small 
6416,Propanol 1L Bottle,PROP/1L/B,53,3426,MH2345,181578,5/13/2022,West,Propanol,2022,May,Mumbai,Maharashtra,small 
4592,Propanol 1L Bottle,PROP/1L/B,82,3426,MH2345,280932,4/26/2023,West,Propanol,2023,April,Mumbai,Maharashtra,small 
7931,Propanol 1L Bottle,PROP/1L/B,89,3426,KA2349,304914,12/26/2021,South,Propanol,2021,December,Bangalore,Karnataka,large
6051,Ethanol 1L Bottle,ETH/1L/B,45,100,TN2347,4500,6/12/2023,South,Ethanol,2023,June,Chennai,Tamil Nadu,large
7879,Ethanol 1L Bottle,ETH/1L/B,14,100,AS9648,1400,9/28/2023,East,Ethanol,2023,September,Jorhat ,Assam,small 
5722,Butanol 2L Bottle,BUT/2L/B,55,657,MA2350,36135,3/21/2022,West,Butanol,2022,March,Pune,Maharashtra,small 
5134,Propanol 1L Bottle,PROP/1L/B,64,3426,TL2348,219264,1/26/2024,South,Propanol,2024,January,Hyderabad,Telangana,small 
5040,Ethanol 3L Drum,ETH/3L/D,54,1500,TL2348,81000,12/13/2023,South,Ethanol,2023,December,Hyderabad,Telangana,small 
4177,Propanol 1L Bottle,PROP/1L/B,124,3426,AS9648,424824,5/2/2023,East,Propanol,2023,May,Jorhat ,Assam,small 
7942,Ethanol 3L Drum,ETH/3L/D,122,1500,PU2675,183000,10/10/2020,North,Ethanol,2020,October,Bhatinda ,Punjab,large
4278,Propanol 1L Bottle,PROP/1L/B,79,3426,WB2346,270654,1/8/2023,East,Propanol,2023,January,Kolkata,West Bengal,large
6552,Ethanol 1L Can,ETH/1L/C,27,200,MA2350,5400,3/8/2021,West,Ethanol,2021,March,Pune,Maharashtra,small 
4458,Propanol 3L Drum ,PROP/3L/D,59,1200,RJ4367,70800,8/1/2023,North,Propanol,2023,August,Jaipur,Rajasthan,small 
7808,Ethanol 1L Bottle,ETH/1L/B,70,100,MA2350,7000,2/12/2022,West,Ethanol,2022,February,Pune,Maharashtra,small 
7064,Propanol 1L Bottle,PROP/1L/B,125,3426,KA2349,428250,9/29/2024,South,Propanol,2024,September,Bangalore,Karnataka,large
6958,Ethanol 1L Can,ETH/1L/C,57,200,MA2350,11400,5/16/2020,West,Ethanol,2020,May,Pune,Maharashtra,small 
6883,Propanol 1L Can,PROP/1L/C,125,1300,AS9648,162500,5/9/2023,East,Propanol,2023,May,Jorhat ,Assam,small 
5836,Propanol 3L Drum ,PROP/3L/D,69,1200,PU2675,82800,1/16/2021,North,Propanol,2021,January,Bhatinda ,Punjab,large
4745,Ethanol 1L Can,ETH/1L/C,31,200,MA2350,6200,9/9/2021,West,Ethanol,2021,September,Pune,Maharashtra,small 
7970,Ethanol 1L Bottle,ETH/1L/B,139,100,PU2675,13900,3/12/2024,North,Ethanol,2024,March,Bhatinda ,Punjab,large
5740,Ethanol 3L Drum,ETH/3L/D,80,1500,TL2348,120000,5/24/2024,South,Ethanol,2024,May,Hyderabad,Telangana,small 
4512,Ethanol 1L Can,ETH/1L/C,98,200,KA2349,19600,1/21/2020,South,Ethanol,2020,January,Bangalore,Karnataka,large
4767,Ethanol 3L Drum,ETH/3L/D,178,1500,RJ4367,267000,9/15/2020,North,Ethanol,2020,September,Jaipur,Rajasthan,small 
6993,Propanol 1L Can,PROP/1L/C,139,1300,MH2345,180700,9/11/2022,West,Propanol,2022,September,Mumbai,Maharashtra,small 
6684,Propanol 3L Drum ,PROP/3L/D,155,1200,PU2675,186000,7/28/2021,North,Propanol,2021,July,Bhatinda ,Punjab,large
5806,Butanol 2L Bottle,BUT/2L/B,70,657,WB2346,45990,12/8/2022,East,Butanol,2022,December,Kolkata,West Bengal,large
7290,Propanol 1L Bottle,PROP/1L/B,188,3426,AS9648,644088,9/15/2024,East,Propanol,2024,September,Jorhat ,Assam,small 
4793,Ethanol 1L Can,ETH/1L/C,183,200,RJ4367,36600,3/15/2021,North,Ethanol,2021,March,Jaipur,Rajasthan,small 
4352,Butanol 2L Bottle,BUT/2L/B,17,657,AS9648,11169,11/9/2020,East,Butanol,2020,November,Jorhat ,Assam,small 
4823,Propanol 3L Drum ,PROP/3L/D,149,1200,TL2348,178800,4/8/2024,South,Propanol,2024,April,Hyderabad,Telangana,small 
4877,Propanol 1L Bottle,PROP/1L/B,161,3426,KA2349,551586,11/3/2023,South,Propanol,2023,November,Bangalore,Karnataka,large
4826,Propanol 1L Can,PROP/1L/C,96,1300,KA2349,124800,9/3/2022,South,Propanol,2022,September,Bangalore,Karnataka,large
4966,Butanol 2L Bottle,BUT/2L/B,75,657,TN2347,49275,9/26/2020,South,Butanol,2020,September,Chennai,Tamil Nadu,large
6643,Ethanol 1L Bottle,ETH/1L/B,22,100,RJ4367,2200,6/11/2023,North,Ethanol,2023,June,Jaipur,Rajasthan,small 
4870,Propanol 1L Bottle,PROP/1L/B,155,3426,PU2675,531030,3/5/2021,North,Propanol,2021,March,Bhatinda ,Punjab,large
4918,Propanol 1L Can,PROP/1L/C,139,1300,WB2346,180700,4/8/2022,East,Propanol,2022,April,Kolkata,West Bengal,large
5110,Butanol 2L Bottle,BUT/2L/B,196,657,MA2350,128772,2/2/2021,West,Butanol,2021,February,Pune,Maharashtra,small 
7933,Ethanol 1L Bottle,ETH/1L/B,147,100,TN2347,14700,8/13/2021,South,Ethanol,2021,August,Chennai,Tamil Nadu,large
5475,Butanol 2L Bottle,BUT/2L/B,154,657,TN2347,101178,8/12/2023,South,Butanol,2023,August,Chennai,Tamil Nadu,large
